"LP";"NUMER";"IMIE";"NAZWISKO";"ULICA";"MIASTO";"URODZONY";"ZAM";"SZKOLA";"ROCZNIK";"PLEC";"OLIMPIADA";"EGZAMIN";"OCENA";"POCH";"ZDAL";"PRZYJETY";"AKADEMIK";"STOLOWKA";"PUNKTY";"DOCHOD"
255,00;92,00;"Mariola";"Piecuch";"Pogwizdow Nowy 2";"Rzeszów";1974-12-12 00:00:00;"W";"LZ";1994,00;"K";"N";"G";2,00;"R";"nie";"nie";"N";"T";6,00;435,80 z³
256,00;130,00;"Wincenty";"Guba³a";"Kochanowskiego 1B/1";"Rzeszów";1972-10-19 00:00:00;"M";"T.M.R";1994,00;"M";"T";"G";2,00;"R";"nie";"nie";"T";"T";10,00;615,30 z³
257,00;14,00;"Pawe³";"Bobola";"Brzoza Stadnicka 26";"Rzeszów";1975-10-10 00:00:00;"W";"T.M.R";1994,00;"M";"T";"G";2,00;"R";"nie";"nie";"T";"N";1,00;1091,10 z³
258,00;124,00;"Bogumila";"Ligêza";"Nienadowka 531";"Rzeszów";1976-12-4 00:00:00;"W";"T.ROL";1994,00;"K";"T";"M";2,00;"C";"nie";"nie";"T";"T";18,00;808,60 z³
259,00;318,00;"Ma³gorzata";"Augustyn";"Stobierna 649";"Rzeszów";1975-4-16 00:00:00;"W";"Z.S.GOS";1994,00;"K";"N";"M";2,00;"R";"nie";"nie";"T";"T";9,00;683,30 z³
260,00;299,00;"Tomasz";"Wiêcek";"Krasne 759";"Rzeszów";1976-4-18 00:00:00;"W";"Z.S.GOS";1994,00;"M";"N";"M";2,00;"R";"nie";"nie";"T";"T";14,00;528,70 z³
261,00;283,00;"Bernard";"Habaj";"Rakszawa 412";"Rzeszów";1975-1-23 00:00:00;"W";"Z.S.GOS";1994,00;"M";"N";"G";2,00;"I";"nie";"nie";"T";"T";10,00;543,90 z³
262,00;404,00;"Grzegorz";"Myszkowski";"os.Gen.Maczka 619";"Rzeszów";1974-7-16 00:00:00;"M";"Z.S.ROL";1994,00;"M";"T";"F";2,00;"R";"nie";"nie";"T";"T";3,00;1104,70 z³
263,00;88,00;"Robert";"Politowicz";"Zaborow 192";"Rzeszów";1976-8-13 00:00:00;"W";"Z.S.ROL";1994,00;"M";"T";"G";2,00;"R";"nie";"nie";"T";"T";14,00;1241,60 z³
264,00;68,00;"Ryszard";"Tarsa";"Wola Dalsza 172";"Rzeszów";1974-12-29 00:00:00;"W";"Z.S.ROL";1994,00;"M";"N";"G";2,00;"R";"nie";"nie";"T";"T";6,00;1380,10 z³
265,00;399,00;"Ma³gorzata";"Bro¿ek";"Wola Baranowska 446";"Tarnobrzeg";1976-7-15 00:00:00;"W";"T.ROL";1994,00;"K";"T";"B";4,50;"R";"tak";"tak";"T";"T";4,00;1228,50 z³
266,00;233,00;"Magdalena";"Æwiklik";"Wolka Tanewska ul.G";"Tarnobrzeg";1976-10-23 00:00:00;"M";"LE";1994,00;"K";"N";"G";4,00;"R";"tak";"tak";"T";"T";15,00;957,20 z³
267,00;202,00;"Marta";"Janek";"Rzeszówska 2A/33";"Tarnobrzeg";1976-12-22 00:00:00;"M";"LE";1994,00;"K";"T";"G";3,50;"R";"tak";"nie";"T";"T";9,00;1233,00 z³
268,00;25,00;"Anna";"Gwó¿d¿";"Wola Rzeczycka 89";"Tarnobrzeg";1971-6-21 00:00:00;"W";"LE";1994,00;"K";"N";"H";3,50;"R";"tak";"nie";"T";"T";15,00;1263,80 z³
269,00;227,00;"Anna";"Rura";"Marchlewskiego 18";"Tarnobrzeg";1972-9-18 00:00:00;"M";"LO";1994,00;"K";"N";"H";3,50;"R";"tak";"nie";"T";"T";10,00;638,90 z³
270,00;216,00;"Ma³gorzata";"Trojanowicz";"Pniow 15";"Tarnobrzeg";1973-6-22 00:00:00;"W";"T.Z";1994,00;"K";"N";"H";3,50;"C";"tak";"nie";"T";"T";1,00;1357,60 z³
271,00;340,00;"Aneta";"Tarsa";"Wolka Turebska 22";"Tarnobrzeg";1972-6-13 00:00:00;"W";"Z.S.E";1994,00;"K";"T";"G";3,50;"C";"tak";"nie";"T";"T";5,00;656,60 z³
272,00;163,00;"Monika";"Cieœla";"Chodkow Nowy 43";"Tarnobrzeg";1972-2-4 00:00:00;"W";"Z.S.ROL";1994,00;"K";"T";"F";3,00;"R";"tak";"nie";"T";"T";12,00;1251,60 z³
273,00;150,00;"Halina";"Madej";"Jezowe 633";"Tarnobrzeg";1973-6-13 00:00:00;"W";"LO";1993,00;"K";"N";"B";2,00;"R";"nie";"nie";"T";"T";19,00;722,60 z³
274,00;171,00;"Adam";"Wiêcek";"Wadowice Gorne 2";"Tarnów";1972-12-4 00:00:00;"W";"LO";1993,00;"M";"N";"G";4,50;"C";"tak";"tak";"T";"T";6,00;485,90 z³
275,00;383,00;"Marta";"Kaliszuk";"Dabie 117";"Tarnów";1975-11-16 00:00:00;"W";"LE";1992,00;"K";"T";"G";4,00;"C";"tak";"tak";"T";"T";7,00;713,70 z³
276,00;309,00;"Ewa";"Æwiklik";"Rzeszówska 77/32";"Tarnów";1975-5-24 00:00:00;"M";"LO";1993,00;"K";"T";"G";4,00;"R";"tak";"tak";"T";"T";16,00;519,80 z³
277,00;228,00;"Agnieszka";"Æwiklik";"Tuwima 7/94";"Tarnów";1975-8-26 00:00:00;"M";"LO";1994,00;"K";"T";"B";4,00;"I";"tak";"tak";"N";"T";5,00;691,90 z³
278,00;139,00;"Ma³gorzata";"Rafa";"Strojcow 6";"Tarnów";1971-10-4 00:00:00;"W";"LO";1994,00;"K";"N";"B";4,00;"C";"tak";"tak";"T";"T";19,00;807,10 z³
279,00;134,00;"Teresa";"Brach";"Lysogorska 9/32";"Tarnów";1976-3-20 00:00:00;"M";"LO";1994,00;"K";"T";"G";4,00;"R";"tak";"tak";"T";"T";8,00;479,50 z³
280,00;133,00;"Agnieszka";"Michalik";"Lysogorska 16/44";"Tarnów";1974-11-9 00:00:00;"M";"LO";1994,00;"K";"N";"G";4,00;"R";"tak";"tak";"T";"T";6,00;640,40 z³
281,00;2,00;"Ewa";"Szura";"Otfinow 120";"Tarnów";1971-10-28 00:00:00;"W";"LO";1993,00;"K";"N";"G";4,00;"R";"tak";"nie";"T";"T";15,00;866,00 z³
282,00;310,00;"Agata";"Kuk";"Kedzierz 143 a";"Tarnów";1972-11-14 00:00:00;"M";"T.Z";1994,00;"K";"N";"G";4,00;"R";"tak";"nie";"T";"T";9,00;436,50 z³
283,00;229,00;"Anna";"Wiejaczka";"Tuwima 9/23";"Tarnów";1976-8-17 00:00:00;"M";"LE";1994,00;"K";"T";"G";3,50;"R";"tak";"nie";"T";"T";12,00;1079,10 z³
284,00;327,00;"Beata";"Waszczyszak";"Armii Krajowej 16";"Tarnów";1973-10-15 00:00:00;"M";"Z.S.ROL";1994,00;"K";"T";"C";4,00;"R";"tak";"tak";"T";"T";16,00;1220,00 z³
285,00;120,00;"Marzena";"Pater";"Konopnickiej 6";"Tarnów";1973-3-4 00:00:00;"M";"LE";1993,00;"K";"N";"G";3,50;"R";"tak";"nie";"T";"T";15,00;1112,10 z³
286,00;331,00;"Rafa³";"Rz¹ca";"Sikorskiego 10/10";"Tarnów";1975-8-29 00:00:00;"M";"LO";1994,00;"M";"T";"G";3,50;"I";"tak";"nie";"T";"T";15,00;1064,80 z³
287,00;11,00;"Jan";"Janik";"Goleczyna 51";"Tarnów";1976-2-28 00:00:00;"M";"LO";1994,00;"M";"N";"G";3,50;"C";"tak";"nie";"T";"T";19,00;553,70 z³
288,00;1,00;"Andrzej";"Bo¿ek";"Nowopole 43";"Tarnów";1975-4-13 00:00:00;"W";"LZ";1993,00;"M";"T";"G";3,50;"C";"tak";"nie";"N";"T";6,00;1164,40 z³
289,00;267,00;"Jacek";"Rz¹ca";"Dabrowa Szczep.169";"Tarnów";1972-3-9 00:00:00;"W";"T.M.R";1994,00;"M";"N";"M";3,50;"C";"tak";"tak";"T";"T";10,00;927,90 z³
290,00;355,00;"Lucyna";"Zabrzañski";"Zawierzbie 77";"Tarnów";1971-11-21 00:00:00;"W";"T.Z.";1994,00;"K";"N";"M";3,50;"R";"tak";"nie";"T";"T";18,00;1074,30 z³
291,00;332,00;"Jadwiga";"¯arnowska";"Koszyce Male 199";"Tarnów";1974-4-10 00:00:00;"W";"LO";1994,00;"K";"N";"G";3,00;"R";"tak";"nie";"T";"T";12,00;847,20 z³
292,00;87,00;"Dorota";"Cieœla";"Zawada 155";"Tarnów";1975-3-11 00:00:00;"W";"T.OGR";1994,00;"K";"T";"B";3,00;"I";"tak";"nie";"N";"T";3,00;1081,90 z³
293,00;268,00;"Marta";"Salwa";"Wadowice Dolne 42A";"Tarnów";1973-10-19 00:00:00;"W";"T.ROL";1994,00;"K";"T";"H";3,00;"R";"tak";"nie";"T";"T";0,00;1078,00 z³
294,00;345,00;"Piotr";"Tomasik";"os.Westerplatte 1/5";"Tarnów";1973-8-22 00:00:00;"M";"LO";1994,00;"M";"N";"B";2,00;"I";"nie";"nie";"T";"T";13,00;716,10 z³
295,00;8,00;"Ma³gorzata";"Bobola";"Losiniec 32";"Zamoœæ";1972-5-26 00:00:00;"W";"LO";1993,00;"K";"N";"G";3,50;"C";"tak";"nie";"T";"T";7,00;851,00 z³
296,00;410,00;"Maciej";"Klajn";"T.Zamojskiego 39/14";"Zamoœæ";1976-8-10 00:00:00;"M";"Z.S.E";1994,00;"M";"T";"G";3,50;"I";"tak";"nie";"T";"T";18,00;1264,60 z³
297,00;379,00;"Renata";"Habaj";"Ceglana 2";"Zamoœæ";1976-3-26 00:00:00;"M";"LO";1994,00;"K";"T";"G";5,00;"R";"tak";"tak";"T";"T";4,00;413,90 z³
298,00;293,00;"Agnieszka";"Wojna";"Bitwy pod Monte Cas";"Zamoœæ";1975-6-3 00:00:00;"M";"LO";1994,00;"K";"T";"M";5,00;"R";"tak";"tak";"T";"T";7,00;1103,30 z³
299,00;412,00;"Piotr";"Michalik";"Pulaskiego 5/94";"Tarnów";1971-9-15 00:00:00;"M";"LO";1993,00;"M";"N";"G";4,50;"I";"tak";"tak";"T";"T";6,00;873,10 z³
300,00;326,00;"Marzena";"Janas";"W.Swiatka 5/104";"Tarnów";1976-4-14 00:00:00;"M";"LO";1994,00;"K";"N";"B";4,50;"I";"tak";"tak";"T";"T";1,00;789,10 z³
301,00;313,00;"Dariusz";"Habaj";"Popieluszki 95/4";"Tarnów";1972-8-23 00:00:00;"M";"LO";1993,00;"M";"N";"G";4,50;"R";"tak";"tak";"T";"T";16,00;677,00 z³
302,00;312,00;"Katarzyna";"Majcher";"J.Malczewskiego 3/7";"Tarnów";1975-9-26 00:00:00;"M";"LO";1994,00;"K";"T";"B";4,50;"I";"tak";"tak";"N";"T";7,00;679,00 z³
303,00;306,00;"Beata";"Wojna";"B.Krzywoustego 5/40";"Tarnów";1974-7-14 00:00:00;"M";"LO";1994,00;"K";"T";"G";4,50;"R";"tak";"tak";"T";"T";11,00;759,20 z³
304,00;305,00;"Magdalena";"Ziêba";"Kr.Augusta 33/24";"Rzeszów";1974-10-14 00:00:00;"M";"LO";1994,00;"K";"N";"G";4,50;"I";"tak";"tak";"T";"T";2,00;877,00 z³
305,00;195,00;"Barbara";"Mika";"Osmeckiego 47/23";"Rzeszów";1975-2-2 00:00:00;"M";"LO";1994,00;"K";"T";"B";4,50;"R";"tak";"tak";"T";"T";16,00;470,60 z³
306,00;194,00;"Aneta";"Tereszkiewicz";"Obr.Poczty Gdanskie";"Rzeszów";1976-5-10 00:00:00;"M";"LO";1994,00;"K";"N";"B";4,50;"R";"tak";"tak";"T";"T";17,00;762,80 z³
307,00;121,00;"Agnieszka";"Bry³a";"Mickiewicza 29/21";"Rzeszów";1974-11-24 00:00:00;"M";"LO";1991,00;"K";"T";"G";4,50;"R";"tak";"tak";"T";"T";15,00;864,70 z³
308,00;84,00;"Izabela";"Ciastoñ";"Malczewskiego 1/5";"Rzeszów";1974-3-15 00:00:00;"M";"LO";1994,00;"K";"N";"F";4,50;"I";"tak";"tak";"T";"T";11,00;1097,20 z³
309,00;116,00;"Urszula";"Hudzik";"Bochaterow 3/52";"Rzeszów";1972-2-8 00:00:00;"M";"Z.S.ROL";1994,00;"K";"N";"M";4,50;"R";"tak";"tak";"T";"T";9,00;1164,70 z³
310,00;363,00;"Katarzyna";"Kotowicz";"Mikolajczyka 16/38";"Rzeszów";1972-2-26 00:00:00;"M";"LE";1994,00;"K";"N";"C";4,00;"R";"tak";"tak";"T";"T";14,00;862,70 z³
311,00;280,00;"Monika";"Smalec";"Bukowa 14";"Rzeszów";1972-2-25 00:00:00;"M";"LE";1994,00;"K";"T";"H";4,00;"R";"tak";"tak";"T";"N";1,00;719,40 z³
312,00;250,00;"Rafa³";"Waszczyszak";"Osmeckiego 13/55";"Rzeszów";1974-3-18 00:00:00;"M";"LE";1994,00;"M";"T";"G";4,00;"R";"tak";"nie";"N";"T";15,00;898,40 z³
313,00;28,00;"Katarzyna";"Przes³awski";"Dobra 3";"Rzeszów";1975-12-4 00:00:00;"M";"LE";1994,00;"K";"N";"G";4,00;"C";"tak";"tak";"T";"T";13,00;1235,50 z³
314,00;400,00;"Rafa³";"Janik";"Mieszka I 23";"Rzeszów";1972-7-10 00:00:00;"M";"LO";1994,00;"M";"N";"B";4,00;"R";"tak";"tak";"N";"T";8,00;1003,30 z³
315,00;230,00;"Renata";"Ligêza";"Swierkowa 8";"Tarnów";1971-6-21 00:00:00;"W";"LO";1994,00;"K";"T";"B";3,50;"I";"tak";"nie";"T";"T";10,00;1083,10 z³
316,00;3,00;"Edyta";"Gucwa";"Zabledza 104";"Tarnów";1977-3-14 00:00:00;"W";"LO";1994,00;"K";"T";"G";3,50;"R";"tak";"nie";"T";"T";8,00;875,30 z³
317,00;93,00;"Anna";"Karplewicz";"Koszyce Male 44";"Tarnów";1976-12-8 00:00:00;"W";"LO";1994,00;"K";"T";"G";3,50;"R";"tak";"nie";"T";"T";1,00;1373,80 z³
318,00;173,00;"Iwona";"Bry³a";"Plesniarowicza 4/9";"Zamoœæ";1975-6-22 00:00:00;"M";"LO";1994,00;"K";"N";"B";5,00;"R";"tak";"tak";"T";"T";16,00;1297,90 z³
319,00;37,00;"Monika";"Œliwa";"Solarza 13/3";"Zamoœæ";1976-1-8 00:00:00;"M";"LO";1994,00;"K";"T";"B";5,00;"R";"tak";"tak";"T";"T";9,00;920,50 z³
320,00;397,00;"Aneta";"Bo¿ek";"Podwislocze 8/163";"Rzeszów";1976-12-8 00:00:00;"M";"LO";1994,00;"K";"N";"M";4,00;"I";"tak";"nie";"T";"T";20,00;859,00 z³
321,00;342,00;"Marcin";"Kotowicz";"Dabrowskiego 33/299";"Czêstochowa";1976-11-24 00:00:00;"M";"LO";1994,00;"M";"N";"G";4,00;"R";"tak";"tak";"T";"T";4,00;995,20 z³
322,00;271,00;"Janusz";"Tarsa";"Obr.Poczty Gdanskie";"Czêstochowa";1977-1-26 00:00:00;"M";"LO";1994,00;"M";"N";"G";4,00;"R";"tak";"tak";"T";"T";12,00;1387,90 z³
323,00;208,00;"Ma³gorzata";"Augustyn";"Osmeckiego 9/26";"Czêstochowa";1977-3-15 00:00:00;"M";"LO";1994,00;"K";"T";"G";4,00;"R";"tak";"tak";"T";"T";4,00;1381,40 z³
324,00;199,00;"Katarzyna";"Mikosz";"Dekutowskiego 14/61";"Czêstochowa";1972-7-17 00:00:00;"M";"LO";1994,00;"K";"T";"B";4,00;"R";"tak";"tak";"T";"T";11,00;556,10 z³
325,00;165,00;"Leszek";"Michalik";"J.Malczewskiego 3/3";"Czêstochowa";1973-9-28 00:00:00;"M";"LO";1993,00;"M";"N";"B";4,00;"I";"tak";"nie";"T";"T";4,00;935,30 z³
326,00;153,00;"Gabriela";"Bobola";"Grunwaldzka 50A/5";"Czêstochowa";1975-3-12 00:00:00;"M";"LO";1994,00;"K";"T";"G";4,00;"I";"tak";"tak";"T";"T";10,00;1003,10 z³
327,00;42,00;"Katarzyna";"Kostrzewa";"Sportowa 6B/40";"Czêstochowa";1973-8-8 00:00:00;"M";"LO";1994,00;"K";"N";"B";4,00;"I";"tak";"nie";"T";"T";13,00;964,20 z³
328,00;7,00;"Katarzyna";"Gryga";"Pelczara 1/188";"Czêstochowa";1976-11-28 00:00:00;"M";"LO";1993,00;"K";"T";"G";4,00;"R";"tak";"nie";"T";"T";16,00;1313,80 z³
329,00;123,00;"Ewa";"Habaj";"Malczewskiego 5/48";"Czêstochowa";1974-8-18 00:00:00;"M";"T.ROL";1994,00;"K";"N";"M";4,00;"R";"tak";"tak";"T";"T";16,00;1390,20 z³
330,00;219,00;"Piotr";"Wojna";"Wrzesniowa 21";"Czêstochowa";1973-3-12 00:00:00;"M";"T.SAM";1994,00;"M";"N";"F";4,00;"I";"tak";"tak";"T";"T";14,00;1243,20 z³
331,00;238,00;"Mariusz";"Augustyn";"Witolda Swiadka 5/1";"Czêstochowa";1975-3-1 00:00:00;"M";"Z.S.Z";1994,00;"M";"N";"M";4,00;"R";"tak";"tak";"T";"T";3,00;422,60 z³
332,00;311,00;"Grzegorz";"Radzik";"Mikolajczyka 9/8";"Czêstochowa";1976-9-16 00:00:00;"M";"LE";1994,00;"M";"T";"H";3,50;"I";"tak";"nie";"T";"T";10,00;1178,90 z³
333,00;289,00;"Agata";"Szymczyk";"Mikolajczyka 9/8";"Czêstochowa";1975-4-18 00:00:00;"M";"LE";1994,00;"K";"T";"G";3,50;"I";"tak";"nie";"T";"T";11,00;996,80 z³
334,00;240,00;"Wioletta";"Tarsa";"Rejtana 1E/27";"Czêstochowa";1971-3-16 00:00:00;"M";"LE";1994,00;"K";"N";"G";3,50;"I";"tak";"nie";"T";"T";2,00;529,90 z³
335,00;226,00;"Aneta";"Rafa";"J.Malczewskiego 8/4";"Czêstochowa";1975-4-1 00:00:00;"M";"LO";1994,00;"K";"N";"M";3,50;"R";"tak";"nie";"N";"T";11,00;1001,50 z³
336,00;225,00;"Anna";"Michalik";"J.Malczewskiego 5/8";"Czêstochowa";1974-11-23 00:00:00;"M";"LO";1994,00;"K";"T";"G";3,50;"I";"tak";"nie";"T";"T";6,00;1189,10 z³
337,00;222,00;"Agnieszka";"Guba³a";"Witkacego 3/219";"Kraków";1975-8-2 00:00:00;"M";"LO";1994,00;"K";"T";"B";3,50;"I";"tak";"nie";"T";"T";13,00;1115,20 z³
338,00;192,00;"Wojciech";"Zych";"Hetmanska 45E";"Kraków";1973-7-13 00:00:00;"M";"LO";1994,00;"M";"T";"M";3,50;"I";"tak";"nie";"T";"T";2,00;751,10 z³
339,00;184,00;"Albin";"Wojtas";"os.25-lecia 3/8";"Kraków";1974-6-8 00:00:00;"M";"LO";1993,00;"M";"N";"C";3,50;"R";"tak";"nie";"T";"T";8,00;635,20 z³
340,00;81,00;"El¿bieta";"Gaber";"Frankowskiego 3/10";"Kraków";1972-3-31 00:00:00;"M";"LO";1994,00;"K";"N";"M";3,50;"I";"tak";"nie";"T";"T";7,00;714,40 z³
341,00;137,00;"Agnieszka";"Mentel";"Rycerska 13/29";"Kraków";1976-9-9 00:00:00;"M";"LO";1994,00;"K";"N";"G";3,50;"I";"tak";"nie";"T";"T";15,00;541,90 z³
342,00;54,00;"Piotr";"Wojtas";"Jana Olbrachta 135";"Kraków";1973-12-5 00:00:00;"M";"LO";1994,00;"M";"T";"G";3,50;"R";"tak";"nie";"T";"T";18,00;426,60 z³
343,00;402,00;"El¿bieta";"Surzyñska";"Milocinska 31/19";"Kraków";1975-11-11 00:00:00;"M";"T.Z";1993,00;"K";"T";"G";3,50;"R";"tak";"nie";"T";"T";8,00;663,60 z³
344,00;209,00;"Iwona";"Tereszkiewicz";"Wyspianskiego 14/37";"Kraków";1976-10-13 00:00:00;"M";"T.ROL";1994,00;"K";"N";"B";3,50;"I";"tak";"nie";"T";"T";2,00;1261,40 z³
345,00;394,00;"Grzegorz";"Cop";"Warszawska 1/3/239";"Kraków";1971-8-25 00:00:00;"M";"T.Z";1993,00;"M";"T";"G";3,50;"R";"tak";"nie";"N";"T";1,00;1213,90 z³
346,00;349,00;"Konrad";"Jerzak";"Osmeckiego 7/19";"Kraków";1973-3-31 00:00:00;"M";"Z.S.BUD";1994,00;"M";"N";"G";3,50;"R";"tak";"nie";"T";"T";4,00;1019,10 z³
347,00;32,00;"Marcin";"Michalik";"Orzeszkowej 2/36";"Kraków";1973-9-8 00:00:00;"M";"Z.S.ROL";1994,00;"M";"T";"G";3,50;"R";"tak";"nie";"T";"T";16,00;824,10 z³
348,00;315,00;"Adam";"Tomasik";"Podwislocze 34/53";"Kraków";1973-12-11 00:00:00;"M";"T.Z";1994,00;"M";"N";"G";3,50;"I";"tak";"nie";"T";"T";7,00;963,50 z³
349,00;370,00;"Rafa³";"Janek";"Warszawska 1/3/101";"Kraków";1971-11-26 00:00:00;"M";"Z.S.Z";1993,00;"M";"N";"M";3,50;"I";"tak";"nie";"T";"T";11,00;713,00 z³
350,00;409,00;"Magdalena";"Gucwa";"J.Malczewskiego 9/5";"Krosno";1976-9-13 00:00:00;"M";"LE";1994,00;"K";"N";"F";3,00;"R";"tak";"nie";"T";"T";18,00;762,60 z³
351,00;239,00;"Alina";"Pater";"Osmeckiego 19/28";"Krosno";1971-5-10 00:00:00;"M";"LE";1994,00;"K";"T";"H";3,00;"R";"tak";"nie";"T";"T";5,00;883,10 z³
352,00;27,00;"Joanna";"Ziemianin";"Zamojskiego 48/43";"Krosno";1973-7-21 00:00:00;"M";"LE";1994,00;"K";"T";"G";3,00;"I";"tak";"nie";"T";"T";17,00;982,90 z³
353,00;360,00;"Agnieszka";"Rusinek";"Osmeckiego 47";"Krosno";1976-5-1 00:00:00;"M";"LO";1994,00;"K";"N";"G";3,00;"I";"tak";"nie";"N";"T";5,00;528,30 z³
354,00;308,00;"Iwona";"Kalisz";"Al.Niepodleglosci 1";"Krosno";1974-2-10 00:00:00;"M";"LO";1994,00;"K";"N";"G";3,00;"I";"tak";"nie";"N";"T";4,00;611,70 z³
355,00;221,00;"Marzena";"Gwó¿d¿";"Solarza 16/27";"Krosno";1973-10-13 00:00:00;"M";"LO";1994,00;"K";"T";"C";3,00;"R";"tak";"nie";"T";"T";0,00;485,90 z³
356,00;210,00;"Lidia";"Gryga";"Dabrowskiego 33/149";"Krosno";1976-10-13 00:00:00;"M";"LO";1994,00;"K";"T";"B";3,00;"R";"tak";"nie";"T";"T";8,00;803,00 z³
357,00;38,00;"Katarzyna";"Mas³owski";"Kwiatkowskiego 5/4";"Krosno";1976-11-28 00:00:00;"M";"LO";1994,00;"K";"T";"B";3,00;"I";"tak";"nie";"T";"T";8,00;497,10 z³
358,00;103,00;"Piotr";"Tarsa";"Wiosenna 7";"Krosno";1974-12-19 00:00:00;"M";"T.M.R";1994,00;"M";"N";"G";3,00;"I";"tak";"nie";"T";"T";19,00;426,00 z³
359,00;269,00;"Artur";"Tomasik";"Grunwaldzka 56/12";"Krosno";1972-5-2 00:00:00;"M";"T.ROL";1994,00;"M";"T";"B";3,00;"R";"tak";"nie";"T";"T";7,00;1310,30 z³
360,00;115,00;"Joanna";"¯arnowska";"Strzyzowska 22";"Krosno";1975-10-17 00:00:00;"M";"T.ROL";1994,00;"K";"N";"B";3,00;"R";"tak";"nie";"T";"T";1,00;743,90 z³
361,00;114,00;"Piotr";"Bedus";"Witkacego 3/37";"Krosno";1975-2-15 00:00:00;"M";"T.Z";1994,00;"M";"N";"G";3,00;"R";"tak";"nie";"T";"T";4,00;1174,90 z³
362,00;101,00;"Anna";"Zorotyñska";"Slusarczyka 3/19";"Nowy S¹cz";1973-8-18 00:00:00;"M";"Z.S.GOS";1994,00;"K";"N";"G";3,00;"I";"tak";"nie";"T";"T";19,00;490,00 z³
363,00;350,00;"Grzegorz";"Janek";"Milocinska 25/24";"Nowy S¹cz";1976-2-8 00:00:00;"M";"Z.S.Z";1994,00;"M";"T";"G";3,00;"R";"tak";"nie";"T";"T";2,00;1178,10 z³
364,00;395,00;"Monika";"Bro¿ek";"Opalinskiego 19/108";"Nowy S¹cz";1973-6-5 00:00:00;"M";"LO";1994,00;"K";"T";"M";2,00;"R";"nie";"nie";"T";"T";18,00;927,30 z³
365,00;286,00;"Agnieszka";"Habaj";"Opalinskiego 19/77";"Nowy S¹cz";1975-1-3 00:00:00;"M";"LO";1994,00;"K";"N";"B";2,00;"R";"nie";"nie";"T";"T";1,00;1388,00 z³
366,00;183,00;"Pawe³";"Tarsa";"Piastowska 2/53";"Krosno";1975-11-13 00:00:00;"M";"LO";1993,00;"M";"N";"G";3,00;"I";"tak";"nie";"N";"T";5,00;945,60 z³
367,00;206,00;"Weronika";"Bo¿ek";"Podwislocze 4/20";"Krosno";1973-7-23 00:00:00;"M";"LO";1994,00;"K";"T";"G";3,00;"I";"tak";"nie";"T";"T";9,00;591,30 z³
368,00;159,00;"Aneta";"Stêpieñ";"Kurpiowska 5/42";"Nowy S¹cz";1975-8-22 00:00:00;"M";"LO";1994,00;"K";"T";"H";2,00;"R";"nie";"nie";"T";"T";15,00;1187,20 z³
369,00;337,00;"Justyna";"Rusinek";"sw.Wojciecha 31";"Nowy S¹cz";1974-12-11 00:00:00;"M";"LZ";1993,00;"K";"T";"G";2,00;"R";"nie";"nie";"T";"T";16,00;1290,80 z³
370,00;186,00;"Damian";"Brach";"Matysowka 26";"Nowy S¹cz";1974-12-12 00:00:00;"W";"LZ";1994,00;"M";"N";"C";2,00;"R";"nie";"nie";"N";"T";3,00;1091,60 z³
371,00;109,00;"Damian";"K³odnicki";"B.Prusa 87A";"Nowy S¹cz";1974-8-24 00:00:00;"M";"T.ROL";1994,00;"M";"T";"B";2,00;"I";"nie";"nie";"T";"T";7,00;990,60 z³
372,00;375,00;"Marta";"Bo¿ek";"Plk.K.Iranka-Osmeck";"Nowy S¹cz";1973-10-2 00:00:00;"M";"T.Z";1994,00;"K";"N";"F";2,00;"R";"nie";"nie";"T";"N";3,00;815,90 z³
373,00;288,00;"Agnieszka";"Tabiœ";"Snigurskiego 2/2";"Nowy S¹cz";1972-5-2 00:00:00;"M";"Z.S.GOS";1994,00;"K";"N";"G";2,00;"R";"nie";"nie";"T";"T";9,00;632,50 z³
